REGCOMERCIO,NIT,NOMBRE,PRECIOSALAESTUDIO,PRECIOSALAESPARCIMIENTO,PRECIOGIMNASIO,RESTAURANTE
866,866,Jeremy's Vivienda Universitaria,200,196,166,N
867,867,Laurie's Vivienda Universitaria,430,144,458,Y
868,868,Mary's Vivienda Universitaria,450,295,871,Y
869,869,Debra's Vivienda Universitaria,347,415,160,N
870,870,Zachary's Vivienda Universitaria,359,211,541,N
871,871,Mike's Vivienda Universitaria,337,172,667,Y
872,872,Wendell's Vivienda Universitaria,272,194,469,N
873,873,Robert's Vivienda Universitaria,266,430,702,Y
874,874,Monica's Vivienda Universitaria,208,190,423,N
875,875,Alfred's Vivienda Universitaria,279,440,207,Y
876,876,Betty's Vivienda Universitaria,500,151,546,Y
877,877,Tawanna's Vivienda Universitaria,367,328,794,N
878,878,Kristin's Vivienda Universitaria,292,325,398,Y
879,879,Alexia's Vivienda Universitaria,494,349,697,Y
880,880,Wiley's Vivienda Universitaria,215,140,446,N
881,881,Karla's Vivienda Universitaria,493,312,221,N
882,882,Mary's Vivienda Universitaria,121,182,102,Y
883,883,Adolfo's Vivienda Universitaria,290,431,739,N
884,884,John's Vivienda Universitaria,435,471,854,Y
885,885,George's Vivienda Universitaria,498,284,962,Y
886,886,Ruth's Vivienda Universitaria,345,480,343,N
887,887,Olga's Vivienda Universitaria,299,280,368,Y
888,888,Frances's Vivienda Universitaria,371,352,112,Y
889,889,Tracy's Vivienda Universitaria,405,114,902,Y
890,890,Kenneth's Vivienda Universitaria,321,361,796,Y
891,891,David's Vivienda Universitaria,276,372,272,Y
892,892,Joseph's Vivienda Universitaria,487,402,669,Y
893,893,Melinda's Vivienda Universitaria,175,444,847,N
894,894,Deanna's Vivienda Universitaria,468,115,429,Y
895,895,Donald's Vivienda Universitaria,384,372,358,N
896,896,Mark's Vivienda Universitaria,480,432,844,Y
897,897,Willie's Vivienda Universitaria,315,426,120,N
898,898,Ellen's Vivienda Universitaria,435,242,815,Y
899,899,Janet's Vivienda Universitaria,490,306,104,Y
900,900,Eleanor's Vivienda Universitaria,436,478,727,Y
901,901,Allen's Vivienda Universitaria,470,283,698,N
902,902,Donna's Vivienda Universitaria,170,342,565,Y
903,903,Arthur's Vivienda Universitaria,417,203,638,N
904,904,Eddie's Vivienda Universitaria,120,474,442,Y
905,905,Michael's Vivienda Universitaria,393,120,487,N
906,906,Adam's Vivienda Universitaria,325,188,245,N
907,907,Edward's Vivienda Universitaria,398,260,360,N
908,908,Jasmine's Vivienda Universitaria,454,459,240,Y
909,909,Rosita's Vivienda Universitaria,176,458,598,N
910,910,Ernest's Vivienda Universitaria,466,413,529,Y
911,911,Matthew's Vivienda Universitaria,277,170,621,N
912,912,Edgar's Vivienda Universitaria,329,364,428,Y
913,913,Scott's Vivienda Universitaria,342,338,373,N
914,914,Barbara's Vivienda Universitaria,367,221,654,N
915,915,Vanessa's Vivienda Universitaria,208,387,611,N
916,916,Joyce's Vivienda Universitaria,369,268,363,N
917,917,Christina's Vivienda Universitaria,299,285,783,N
918,918,Christopher's Vivienda Universitaria,129,383,392,Y
919,919,Scott's Vivienda Universitaria,401,330,535,N
920,920,Mary's Vivienda Universitaria,430,429,502,Y
921,921,Frank's Vivienda Universitaria,115,364,722,Y
922,922,Jan's Vivienda Universitaria,181,100,810,N
923,923,Joseph's Vivienda Universitaria,421,296,368,N
924,924,Melva's Vivienda Universitaria,103,142,762,Y
925,925,Mohamed's Vivienda Universitaria,155,478,560,N
926,926,Catherine's Vivienda Universitaria,208,433,821,Y
927,927,Jessie's Vivienda Universitaria,153,293,938,N
928,928,Rebecca's Vivienda Universitaria,216,312,750,Y
929,929,Elizabeth's Vivienda Universitaria,156,149,220,N
930,930,Edward's Vivienda Universitaria,167,467,144,Y
931,931,Lori's Vivienda Universitaria,168,262,376,N
932,932,Essie's Vivienda Universitaria,156,490,525,N
933,933,Jessica's Vivienda Universitaria,336,171,900,Y
934,934,William's Vivienda Universitaria,150,376,583,N
935,935,Jim's Vivienda Universitaria,381,427,140,Y
936,936,Timothy's Vivienda Universitaria,231,101,598,Y
937,937,Brent's Vivienda Universitaria,263,239,633,N
938,938,Cesar's Vivienda Universitaria,165,206,928,Y
939,939,Drew's Vivienda Universitaria,373,317,438,Y
940,940,Jason's Vivienda Universitaria,402,107,945,N
941,941,Morgan's Vivienda Universitaria,176,203,529,Y
942,942,James's Vivienda Universitaria,221,330,634,N
943,943,Patricia's Vivienda Universitaria,171,314,188,N
944,944,John's Vivienda Universitaria,293,313,768,Y
945,945,Cecile's Vivienda Universitaria,168,250,668,N
946,946,Irene's Vivienda Universitaria,392,420,325,N
947,947,Robert's Vivienda Universitaria,161,225,947,Y
948,948,Jennifer's Vivienda Universitaria,360,353,240,Y
949,949,Christine's Vivienda Universitaria,266,408,914,Y
950,950,Patricia's Vivienda Universitaria,271,371,766,Y
951,951,Terry's Vivienda Universitaria,163,329,243,Y
952,952,Kaitlyn's Vivienda Universitaria,415,495,405,N
953,953,Erika's Vivienda Universitaria,470,422,591,Y
954,954,Stella's Vivienda Universitaria,342,280,883,Y
955,955,Edna's Vivienda Universitaria,471,118,427,N
956,956,Billy's Vivienda Universitaria,173,435,142,Y
957,957,Miguel's Vivienda Universitaria,337,429,318,Y
958,958,Charles's Vivienda Universitaria,432,282,498,Y
959,959,Robin's Vivienda Universitaria,360,205,900,N
960,960,Steven's Vivienda Universitaria,264,172,315,Y
961,961,Deborah's Vivienda Universitaria,178,235,542,N
962,962,Mary's Vivienda Universitaria,224,493,659,N
963,963,Carolyn's Vivienda Universitaria,165,264,435,N
964,964,Enedina's Vivienda Universitaria,137,257,333,N
965,965,Tim's Vivienda Universitaria,427,207,662,N
966,966,Adam's Vivienda Universitaria,159,483,761,Y
967,967,Ruth's Vivienda Universitaria,327,322,970,N
968,968,Leda's Vivienda Universitaria,471,234,741,N
969,969,Annette's Vivienda Universitaria,442,187,350,N
970,970,Stephen's Vivienda Universitaria,136,430,635,N
971,971,Stephanie's Vivienda Universitaria,184,139,760,N
972,972,Allison's Vivienda Universitaria,393,417,307,N
973,973,Mary's Vivienda Universitaria,353,482,108,N
974,974,Michelle's Vivienda Universitaria,353,104,791,Y
975,975,Sue's Vivienda Universitaria,405,286,261,Y
976,976,Harold's Vivienda Universitaria,236,261,846,N
977,977,Marissa's Vivienda Universitaria,232,464,699,Y
978,978,Mary's Vivienda Universitaria,489,131,334,N
979,979,Lois's Vivienda Universitaria,127,192,280,N
980,980,Michelle's Vivienda Universitaria,372,336,738,Y
981,981,Mark's Vivienda Universitaria,145,293,813,N
982,982,Sheila's Vivienda Universitaria,101,229,372,N
983,983,Dwain's Vivienda Universitaria,377,221,645,Y
984,984,Christy's Vivienda Universitaria,444,364,474,N
985,985,William's Vivienda Universitaria,123,137,501,N
986,986,Todd's Vivienda Universitaria,343,446,484,N
987,987,James's Vivienda Universitaria,426,219,301,Y
988,988,April's Vivienda Universitaria,111,141,850,N
989,989,Stephen's Vivienda Universitaria,110,478,152,Y
990,990,Sharon's Vivienda Universitaria,105,486,441,Y
991,991,Teresa's Vivienda Universitaria,311,244,787,N
992,992,Mary's Vivienda Universitaria,453,252,553,N
993,993,Norma's Vivienda Universitaria,253,212,289,N
994,994,Maryellen's Vivienda Universitaria,416,373,983,Y
995,995,Tina's Vivienda Universitaria,202,243,447,N
996,996,John's Vivienda Universitaria,384,443,143,N
997,997,Jeffrey's Vivienda Universitaria,408,296,528,Y
998,998,Nellie's Vivienda Universitaria,417,216,439,N
999,999,Gregory's Vivienda Universitaria,188,412,208,N
1000,1000,Alan's Vivienda Universitaria,203,191,546,Y
1001,1001,David's Vivienda Universitaria,342,158,592,Y
1002,1002,Phyllis's Vivienda Universitaria,248,368,801,N
1003,1003,Randy's Vivienda Universitaria,359,383,690,N
1004,1004,Mirta's Vivienda Universitaria,341,205,912,N
1005,1005,Terese's Vivienda Universitaria,417,150,713,N
1006,1006,Jill's Vivienda Universitaria,470,304,965,N
1007,1007,Peter's Vivienda Universitaria,140,401,744,Y
1008,1008,Roberta's Vivienda Universitaria,194,469,106,N
1009,1009,Donna's Vivienda Universitaria,406,375,627,Y
1010,1010,Ruben's Vivienda Universitaria,373,325,799,N
1011,1011,Katheryn's Vivienda Universitaria,282,203,177,Y
1012,1012,Mary's Vivienda Universitaria,296,302,256,N
1013,1013,John's Vivienda Universitaria,301,441,927,N
1014,1014,Vivian's Vivienda Universitaria,381,481,948,Y
1015,1015,Joeann's Vivienda Universitaria,165,261,548,N
1016,1016,Tommy's Vivienda Universitaria,140,251,372,N
1017,1017,John's Vivienda Universitaria,102,195,667,Y
1018,1018,Ellen's Vivienda Universitaria,350,345,489,Y
1019,1019,Janice's Vivienda Universitaria,355,237,236,Y
1020,1020,Paula's Vivienda Universitaria,223,104,368,Y
1021,1021,Tommy's Vivienda Universitaria,300,457,564,Y
1022,1022,Thomas's Vivienda Universitaria,123,220,518,N
1023,1023,David's Vivienda Universitaria,393,263,573,N
1024,1024,Elva's Vivienda Universitaria,346,233,824,Y
1025,1025,Roberta's Vivienda Universitaria,252,322,531,N
1026,1026,David's Vivienda Universitaria,300,270,162,N
1027,1027,Keith's Vivienda Universitaria,376,282,273,N
1028,1028,Wilbert's Vivienda Universitaria,162,327,789,Y
1029,1029,Abigail's Vivienda Universitaria,388,498,408,N
1030,1030,Donald's Vivienda Universitaria,134,386,369,N
1031,1031,Marcia's Vivienda Universitaria,174,109,996,N
1032,1032,Mattie's Vivienda Universitaria,401,132,649,N
1033,1033,Frank's Vivienda Universitaria,426,128,737,N
1034,1034,Connie's Vivienda Universitaria,460,222,394,Y
1035,1035,Kenneth's Vivienda Universitaria,152,263,662,N
1036,1036,Barbara's Vivienda Universitaria,291,470,296,Y
1037,1037,Mary's Vivienda Universitaria,307,323,328,Y
1038,1038,Irving's Vivienda Universitaria,478,151,614,N
1039,1039,Juanita's Vivienda Universitaria,118,466,901,Y
1040,1040,Jose's Vivienda Universitaria,492,395,339,N
1041,1041,Ramon's Vivienda Universitaria,182,295,507,Y
1042,1042,Jeffrey's Vivienda Universitaria,475,255,146,N
1043,1043,Virginia's Vivienda Universitaria,428,215,815,N
1044,1044,Joan's Vivienda Universitaria,339,296,465,N
1045,1045,Willie's Vivienda Universitaria,480,282,966,N
1046,1046,David's Vivienda Universitaria,221,148,263,N
1047,1047,Lorenzo's Vivienda Universitaria,375,408,606,Y
1048,1048,Sally's Vivienda Universitaria,230,111,992,N
1049,1049,Dennis's Vivienda Universitaria,213,402,226,N
1050,1050,Gladys's Vivienda Universitaria,245,224,848,N
1051,1051,Katherine's Vivienda Universitaria,206,179,380,N
1052,1052,Jennifer's Vivienda Universitaria,178,164,783,Y
1053,1053,Beth's Vivienda Universitaria,362,333,206,N
1054,1054,Rachel's Vivienda Universitaria,131,412,346,Y
1055,1055,Andrea's Vivienda Universitaria,401,320,459,N
1056,1056,Nellie's Vivienda Universitaria,500,342,737,Y
1057,1057,Ernest's Vivienda Universitaria,459,486,531,Y
1058,1058,John's Vivienda Universitaria,322,477,285,Y
1059,1059,Martin's Vivienda Universitaria,385,411,878,N
1060,1060,Paul's Vivienda Universitaria,469,131,630,Y
1061,1061,Beatriz's Vivienda Universitaria,253,123,971,N
1062,1062,Rita's Vivienda Universitaria,173,460,158,Y
1063,1063,Gerard's Vivienda Universitaria,499,315,273,N
1064,1064,Brian's Vivienda Universitaria,245,109,214,Y
1065,1065,Andrea's Vivienda Universitaria,486,177,518,N
1066,1066,Digna's Vivienda Universitaria,422,297,947,N
1067,1067,John's Vivienda Universitaria,467,314,705,N
1068,1068,Myrtle's Vivienda Universitaria,246,361,194,N
1069,1069,Jessica's Vivienda Universitaria,305,175,370,N
1070,1070,Gary's Vivienda Universitaria,196,110,495,Y
1071,1071,Seymour's Vivienda Universitaria,345,324,719,Y
1072,1072,John's Vivienda Universitaria,107,295,702,N
1073,1073,Viola's Vivienda Universitaria,209,458,304,N
1074,1074,Paul's Vivienda Universitaria,381,297,524,Y
1075,1075,Paul's Vivienda Universitaria,262,492,232,N
1076,1076,Brian's Vivienda Universitaria,367,356,981,Y
1077,1077,Gregg's Vivienda Universitaria,131,181,369,N
1078,1078,Doris's Vivienda Universitaria,206,134,479,N
1079,1079,Rafael's Vivienda Universitaria,477,268,771,Y
1080,1080,Willie's Vivienda Universitaria,399,490,409,N
1081,1081,Nina's Vivienda Universitaria,411,128,685,Y
1082,1082,Annette's Vivienda Universitaria,168,159,302,Y
1083,1083,Aleta's Vivienda Universitaria,493,376,463,N
1084,1084,Ivan's Vivienda Universitaria,359,409,413,Y
1085,1085,Eric's Vivienda Universitaria,231,301,827,Y
1086,1086,Edgar's Vivienda Universitaria,478,476,721,N
1087,1087,Kristen's Vivienda Universitaria,269,316,719,N
1088,1088,Dorothy's Vivienda Universitaria,356,200,527,Y
1089,1089,Victoria's Vivienda Universitaria,103,480,336,Y
1090,1090,Glen's Vivienda Universitaria,370,341,381,N
1091,1091,Anthony's Vivienda Universitaria,385,384,613,Y
1092,1092,Don's Vivienda Universitaria,122,417,871,Y
1093,1093,Patti's Vivienda Universitaria,204,205,187,N
1094,1094,Carl's Vivienda Universitaria,395,340,837,Y
1095,1095,Amy's Vivienda Universitaria,143,238,491,N
1096,1096,Henry's Vivienda Universitaria,101,350,330,N
1097,1097,Kelly's Vivienda Universitaria,172,292,769,N
1098,1098,Bernadette's Vivienda Universitaria,111,244,465,N
1099,1099,Daniel's Vivienda Universitaria,384,360,882,Y
1100,1100,Mary's Vivienda Universitaria,159,194,757,Y
1101,1101,Keith's Vivienda Universitaria,145,498,117,N
1102,1102,Lauren's Vivienda Universitaria,394,150,477,N
1103,1103,Kathleen's Vivienda Universitaria,382,488,361,N
1104,1104,Lashonda's Vivienda Universitaria,400,174,824,Y
1105,1105,Ada's Vivienda Universitaria,234,355,771,N
1106,1106,Maria's Vivienda Universitaria,409,151,401,Y
1107,1107,Emma's Vivienda Universitaria,172,330,788,Y
1108,1108,Jeremiah's Vivienda Universitaria,112,348,587,Y
1109,1109,Ryan's Vivienda Universitaria,470,366,118,N
1110,1110,Nicholas's Vivienda Universitaria,115,139,383,N
1111,1111,Desiree's Vivienda Universitaria,144,301,699,N
1112,1112,Jamie's Vivienda Universitaria,408,114,620,Y
1113,1113,Veronica's Vivienda Universitaria,403,124,754,Y
1114,1114,Wesley's Vivienda Universitaria,219,188,338,Y
1115,1115,Billy's Vivienda Universitaria,287,110,949,Y
1116,1116,Jane's Vivienda Universitaria,212,180,135,Y
1117,1117,Jayne's Vivienda Universitaria,200,411,772,Y
1118,1118,Aaron's Vivienda Universitaria,489,268,308,N
1119,1119,James's Vivienda Universitaria,223,221,535,N
1120,1120,Fred's Vivienda Universitaria,373,357,920,Y
1121,1121,Alex's Vivienda Universitaria,198,192,974,Y
1122,1122,Douglas's Vivienda Universitaria,197,381,227,N
1123,1123,Heidi's Vivienda Universitaria,437,283,850,N
1124,1124,Margaret's Vivienda Universitaria,498,387,491,N
1125,1125,Glenda's Vivienda Universitaria,159,393,563,N
1126,1126,Anthony's Vivienda Universitaria,359,435,229,N
1127,1127,Larry's Vivienda Universitaria,301,412,638,Y
1128,1128,Robyn's Vivienda Universitaria,175,293,354,N
1129,1129,Ernest's Vivienda Universitaria,488,213,256,N
1130,1130,Brian's Vivienda Universitaria,446,326,667,Y
1131,1131,Corey's Vivienda Universitaria,132,205,155,Y
1132,1132,Evelin's Vivienda Universitaria,180,308,419,Y
1133,1133,Jeff's Vivienda Universitaria,217,146,635,N
1134,1134,Jerry's Vivienda Universitaria,416,332,560,Y
1135,1135,Yesenia's Vivienda Universitaria,489,234,585,N
1136,1136,Kelly's Vivienda Universitaria,159,392,587,N
1137,1137,Garry's Vivienda Universitaria,122,403,604,Y
1138,1138,Bill's Vivienda Universitaria,254,132,630,N
1139,1139,Ruth's Vivienda Universitaria,378,101,328,N
1140,1140,Mary's Vivienda Universitaria,440,169,364,N
1141,1141,Franklin's Vivienda Universitaria,395,195,569,Y
1142,1142,Sandra's Vivienda Universitaria,426,189,423,N
1143,1143,Charlie's Vivienda Universitaria,333,435,271,N
1144,1144,Heather's Vivienda Universitaria,409,467,261,Y
1145,1145,Tyrone's Vivienda Universitaria,338,211,746,N
1146,1146,Renee's Vivienda Universitaria,439,358,540,N
1147,1147,Billy's Vivienda Universitaria,436,372,695,Y
1148,1148,Philip's Vivienda Universitaria,373,233,453,N
1149,1149,Nicholas's Vivienda Universitaria,458,489,596,Y
1150,1150,Corey's Vivienda Universitaria,397,207,308,N
1151,1151,Cedric's Vivienda Universitaria,194,204,503,Y
1152,1152,Ernest's Vivienda Universitaria,278,414,826,N
1153,1153,Patti's Vivienda Universitaria,418,165,853,Y
1154,1154,Michael's Vivienda Universitaria,381,450,903,Y
1155,1155,Kristin's Vivienda Universitaria,489,172,361,Y
1156,1156,Sarah's Vivienda Universitaria,347,399,813,N
1157,1157,Jacqueline's Vivienda Universitaria,125,481,535,N
1158,1158,Emiko's Vivienda Universitaria,463,296,330,N
1159,1159,Helena's Vivienda Universitaria,352,321,569,N
1160,1160,Nathaniel's Vivienda Universitaria,430,313,913,Y
1161,1161,Agustin's Vivienda Universitaria,439,187,334,Y
1162,1162,Irene's Vivienda Universitaria,349,397,838,Y
1163,1163,Barbara's Vivienda Universitaria,347,334,303,N
1164,1164,James's Vivienda Universitaria,170,421,421,Y
1165,1165,Rachel's Vivienda Universitaria,199,397,301,Y
1166,1166,Glenn's Vivienda Universitaria,309,197,490,N
1167,1167,Tina's Vivienda Universitaria,248,466,119,N
1168,1168,Justin's Vivienda Universitaria,404,473,260,N
1169,1169,Janis's Vivienda Universitaria,406,380,101,N
1170,1170,Diana's Vivienda Universitaria,384,456,152,N
1171,1171,Lavonne's Vivienda Universitaria,163,255,962,Y
1172,1172,Richard's Vivienda Universitaria,357,157,137,Y
1173,1173,Mercy's Vivienda Universitaria,172,118,856,Y
1174,1174,James's Vivienda Universitaria,310,321,485,Y
1175,1175,Elizabeth's Vivienda Universitaria,184,297,760,Y
1176,1176,Willis's Vivienda Universitaria,192,175,922,N
1177,1177,Jay's Vivienda Universitaria,331,188,424,N
1178,1178,Joseph's Vivienda Universitaria,439,152,567,Y
1179,1179,Marcia's Vivienda Universitaria,315,294,845,Y
1180,1180,Patsy's Vivienda Universitaria,340,405,108,N
1181,1181,Doretha's Vivienda Universitaria,233,179,881,Y
1182,1182,Jeffery's Vivienda Universitaria,289,290,823,Y
1183,1183,Barbara's Vivienda Universitaria,138,475,639,N
1184,1184,Donna's Vivienda Universitaria,229,445,933,N
1185,1185,Mark's Vivienda Universitaria,114,182,612,N
1186,1186,David's Vivienda Universitaria,381,181,741,N
1187,1187,Michael's Vivienda Universitaria,307,426,101,Y
1188,1188,Rebecca's Vivienda Universitaria,437,496,848,N
1189,1189,Kathleen's Vivienda Universitaria,144,373,949,Y
1190,1190,Nathan's Vivienda Universitaria,341,496,520,Y
1191,1191,Nicholas's Vivienda Universitaria,495,320,268,N
1192,1192,Charles's Vivienda Universitaria,290,492,229,Y
1193,1193,Leigh's Vivienda Universitaria,426,104,798,Y
1194,1194,Raymond's Vivienda Universitaria,194,455,945,N
1195,1195,Ronald's Vivienda Universitaria,301,268,792,Y
1196,1196,Sarah's Vivienda Universitaria,231,175,424,Y
1197,1197,John's Vivienda Universitaria,110,206,978,Y
1198,1198,Kevin's Vivienda Universitaria,278,314,171,Y
1199,1199,Beverly's Vivienda Universitaria,239,218,951,N
1200,1200,Elizabeth's Vivienda Universitaria,264,369,323,Y
1201,1201,Norma's Vivienda Universitaria,273,372,736,N
1202,1202,Jason's Vivienda Universitaria,214,397,803,Y
1203,1203,Candice's Vivienda Universitaria,338,116,630,Y
1204,1204,Isaac's Vivienda Universitaria,401,314,282,N
1205,1205,Melissa's Vivienda Universitaria,346,439,529,N
1206,1206,Ingrid's Vivienda Universitaria,225,454,973,Y
1207,1207,Lisa's Vivienda Universitaria,228,441,708,Y
1208,1208,Danny's Vivienda Universitaria,207,205,258,N
1209,1209,Monica's Vivienda Universitaria,476,347,223,N
1210,1210,Philip's Vivienda Universitaria,164,125,416,N
1211,1211,Rebecca's Vivienda Universitaria,419,203,723,N
1212,1212,Jason's Vivienda Universitaria,179,402,347,Y
1213,1213,Cleveland's Vivienda Universitaria,329,402,592,N
1214,1214,Tabitha's Vivienda Universitaria,381,209,455,Y
1215,1215,Stephen's Vivienda Universitaria,183,408,402,N
1216,1216,David's Vivienda Universitaria,249,272,550,N
1217,1217,Alberto's Vivienda Universitaria,179,185,474,N
1218,1218,Courtney's Vivienda Universitaria,343,267,481,Y
1219,1219,Trent's Vivienda Universitaria,478,160,900,Y
1220,1220,James's Vivienda Universitaria,422,136,701,Y
1221,1221,Pok's Vivienda Universitaria,361,427,198,Y
1222,1222,Ross's Vivienda Universitaria,274,419,671,N
1223,1223,John's Vivienda Universitaria,121,302,435,Y
1224,1224,Michele's Vivienda Universitaria,153,419,128,Y
1225,1225,Justina's Vivienda Universitaria,487,187,115,Y
1226,1226,George's Vivienda Universitaria,246,230,767,Y
1227,1227,Brent's Vivienda Universitaria,359,331,653,N
1228,1228,Carolyn's Vivienda Universitaria,262,173,800,N
1229,1229,Nadine's Vivienda Universitaria,263,414,243,Y
1230,1230,Rhonda's Vivienda Universitaria,456,489,448,N
1231,1231,Robert's Vivienda Universitaria,179,120,445,Y
1232,1232,Mark's Vivienda Universitaria,336,118,314,Y
1233,1233,Wiley's Vivienda Universitaria,229,497,632,Y
1234,1234,Pamela's Vivienda Universitaria,141,207,597,Y
1235,1235,Katherine's Vivienda Universitaria,324,316,266,Y
1236,1236,Michael's Vivienda Universitaria,288,167,356,Y
1237,1237,Delores's Vivienda Universitaria,401,331,570,Y
1238,1238,Lucy's Vivienda Universitaria,445,255,156,N
1239,1239,Christopher's Vivienda Universitaria,347,131,882,Y
1240,1240,Debbie's Vivienda Universitaria,342,496,800,Y
1241,1241,Patrice's Vivienda Universitaria,160,362,553,N
1242,1242,Douglas's Vivienda Universitaria,326,326,296,N
1243,1243,Woodrow's Vivienda Universitaria,200,218,631,Y
1244,1244,Roy's Vivienda Universitaria,361,169,313,Y
1245,1245,Salvador's Vivienda Universitaria,428,211,879,Y
1246,1246,Alfonso's Vivienda Universitaria,367,303,650,Y
1247,1247,Leo's Vivienda Universitaria,171,436,687,Y
1248,1248,Robert's Vivienda Universitaria,439,228,325,Y
1249,1249,Jesse's Vivienda Universitaria,309,411,659,Y
1250,1250,Oscar's Vivienda Universitaria,341,266,599,N
1251,1251,Stella's Vivienda Universitaria,254,425,802,N
1252,1252,Ashley's Vivienda Universitaria,406,432,541,Y
1253,1253,Norman's Vivienda Universitaria,115,214,810,N
1254,1254,Joyce's Vivienda Universitaria,128,390,121,Y
1255,1255,Leslie's Vivienda Universitaria,340,476,740,N
1256,1256,Wilfred's Vivienda Universitaria,200,498,100,N
1257,1257,Anne's Vivienda Universitaria,350,389,612,Y
1258,1258,John's Vivienda Universitaria,187,463,257,N
1259,1259,Rita's Vivienda Universitaria,205,194,847,N
1260,1260,Mary's Vivienda Universitaria,114,266,734,Y
1261,1261,Deann's Vivienda Universitaria,424,125,261,Y
1262,1262,Robin's Vivienda Universitaria,388,251,987,N
1263,1263,Ola's Vivienda Universitaria,170,472,922,N
1264,1264,Glenn's Vivienda Universitaria,454,446,637,N
1265,1265,Herman's Vivienda Universitaria,399,470,873,N
1266,1266,Dora's Vivienda Universitaria,146,271,935,Y
1267,1267,Peter's Vivienda Universitaria,388,159,773,N
1268,1268,Frances's Vivienda Universitaria,233,119,645,Y
1269,1269,Irene's Vivienda Universitaria,388,389,170,N
1270,1270,Angie's Vivienda Universitaria,496,444,521,N
1271,1271,Eugenia's Vivienda Universitaria,232,152,308,Y
1272,1272,Phyllis's Vivienda Universitaria,432,499,671,N
1273,1273,Kevin's Vivienda Universitaria,172,469,751,Y
1274,1274,Gwendolyn's Vivienda Universitaria,325,500,327,Y
1275,1275,Renee's Vivienda Universitaria,430,337,603,Y
1276,1276,Virginia's Vivienda Universitaria,124,456,190,N
1277,1277,Pamela's Vivienda Universitaria,111,334,669,N
1278,1278,Daniel's Vivienda Universitaria,474,305,592,N
1279,1279,Samuel's Vivienda Universitaria,497,156,954,Y
1280,1280,Steven's Vivienda Universitaria,364,137,884,N
1281,1281,Sherita's Vivienda Universitaria,268,248,920,N
1282,1282,Kevin's Vivienda Universitaria,107,288,309,Y
1283,1283,Carmen's Vivienda Universitaria,314,408,770,N
1284,1284,David's Vivienda Universitaria,389,304,589,Y
1285,1285,William's Vivienda Universitaria,438,357,287,Y
1286,1286,Ruth's Vivienda Universitaria,496,438,329,Y
1287,1287,Brandy's Vivienda Universitaria,422,496,470,Y
1288,1288,Dawn's Vivienda Universitaria,190,178,694,Y
1289,1289,Edward's Vivienda Universitaria,108,457,755,N
1290,1290,Joshua's Vivienda Universitaria,121,325,828,Y
1291,1291,Esther's Vivienda Universitaria,261,442,340,Y
1292,1292,Joe's Vivienda Universitaria,198,272,528,Y
1293,1293,Wiley's Vivienda Universitaria,433,323,935,Y
1294,1294,Betty's Vivienda Universitaria,128,374,433,N
1295,1295,Nikki's Vivienda Universitaria,264,403,211,Y
1296,1296,Philip's Vivienda Universitaria,162,479,739,Y
1297,1297,Jenny's Vivienda Universitaria,201,404,783,N
1298,1298,Victoria's Vivienda Universitaria,279,455,372,Y
1299,1299,Elaine's Vivienda Universitaria,141,276,212,Y
1300,1300,Alex's Vivienda Universitaria,237,137,979,N
1301,1301,Heather's Vivienda Universitaria,147,230,412,N
1302,1302,Lester's Vivienda Universitaria,155,160,742,Y
1303,1303,William's Vivienda Universitaria,149,450,668,N
1304,1304,Oralia's Vivienda Universitaria,308,211,422,Y
1305,1305,Melody's Vivienda Universitaria,244,372,930,N
1306,1306,Pamela's Vivienda Universitaria,493,471,233,Y
1307,1307,Fern's Vivienda Universitaria,455,182,517,Y
1308,1308,Dorothy's Vivienda Universitaria,423,135,963,N
1309,1309,Rickey's Vivienda Universitaria,479,464,802,Y
1310,1310,John's Vivienda Universitaria,111,292,375,Y
1311,1311,Derek's Vivienda Universitaria,300,162,917,Y
1312,1312,Eboni's Vivienda Universitaria,113,436,399,Y
1313,1313,Mary's Vivienda Universitaria,418,478,116,N
1314,1314,Winnie's Vivienda Universitaria,492,345,905,Y
1315,1315,Bruce's Vivienda Universitaria,453,412,143,Y
1316,1316,Mary's Vivienda Universitaria,359,237,187,Y
1317,1317,Gary's Vivienda Universitaria,446,113,388,Y
1318,1318,William's Vivienda Universitaria,302,411,804,Y
1319,1319,Teri's Vivienda Universitaria,349,127,548,Y
1320,1320,Kyra's Vivienda Universitaria,396,468,177,Y
1321,1321,Scott's Vivienda Universitaria,408,326,862,N
1322,1322,Brenda's Vivienda Universitaria,343,319,123,N
1323,1323,Christopher's Vivienda Universitaria,177,367,813,N
1324,1324,Carol's Vivienda Universitaria,234,221,535,Y
1325,1325,Malcolm's Vivienda Universitaria,381,330,863,Y
1326,1326,Michelle's Vivienda Universitaria,325,291,614,Y
1327,1327,John's Vivienda Universitaria,473,408,907,N
1328,1328,Jessica's Vivienda Universitaria,263,276,809,N
1329,1329,Josette's Vivienda Universitaria,218,148,336,Y
1330,1330,Jeffrey's Vivienda Universitaria,174,246,660,Y
1331,1331,Jeanette's Vivienda Universitaria,261,322,253,Y
1332,1332,Jeffrey's Vivienda Universitaria,278,211,718,Y
1333,1333,Raymond's Vivienda Universitaria,133,178,629,Y
1334,1334,Barbara's Vivienda Universitaria,467,411,774,Y
1335,1335,John's Vivienda Universitaria,237,186,106,Y
1336,1336,Iris's Vivienda Universitaria,151,147,205,Y
1337,1337,Jill's Vivienda Universitaria,455,496,645,N
