IDALOJAMIENTO,IDSERVICIO,COSTO
182778,6,796
188944,12,925
213970,3,608
186222,9,587
174919,3,685
174742,12,739
151816,8,333
221280,13,138
173848,1,933
226886,5,164
199040,10,940
208286,1,895
158785,6,425
198323,4,311
174451,4,669
193280,12,545
224933,10,303
185361,9,839
186524,8,900
208716,5,580
163450,1,566
211307,2,254
160744,1,931
226433,4,706
213227,3,947
221090,11,409
165774,13,379
154105,4,148
220911,1,665
220982,5,780
203448,3,701
156834,2,150
180417,3,534
201666,3,197
195201,11,610
175404,2,436
196912,8,568
166396,8,847
169011,13,955
188762,2,701
201020,8,518
204527,1,537
201631,1,864
189608,6,509
213041,10,507
213028,11,452
157738,12,597
205895,1,210
168006,1,106
189810,13,503
161151,8,247
188754,12,951
226838,7,383
176587,13,774
214181,1,724
190672,6,672
157887,8,816
160223,12,499
229422,2,450
202832,5,967
165623,1,339
202847,4,370
203658,9,792
174641,11,329
165831,10,784
191310,1,747
152043,11,188
167476,6,179
189765,1,968
153808,1,768
214871,12,382
202572,6,930
177424,13,621
176593,3,633
184380,3,922
178780,7,210
213046,10,630
170708,4,391
164976,4,745
173181,3,250
151722,10,883
222925,2,641
172596,13,274
228064,10,288
192108,7,853
198178,4,980
171135,9,732
187053,12,307
206090,6,938
176572,8,741
190093,9,726
225960,5,645
224452,1,900
225585,3,195
180903,3,218
177891,8,918
204904,6,484
225042,3,371
156711,10,148
182856,9,771
150997,2,155
222421,10,406
168436,11,195
229968,10,111
184630,6,900
196155,12,106
154815,12,350
225765,10,163
195184,1,725
152691,4,622
191909,5,318
220518,13,185
198906,2,133
176052,10,787
224167,7,231
195057,12,296
189772,9,702
226600,10,767
213006,1,677
182911,9,422
161910,6,541
204064,2,843
179908,10,968
193118,12,931
207063,2,186
172137,2,559
155625,12,490
200211,10,121
214670,9,862
220649,7,371
187995,5,991
154374,11,520
185302,3,746
153188,12,885
218144,9,748
177500,4,509
228858,3,895
227629,1,345
226104,10,264
186292,10,837
229216,11,521
157247,1,543
213914,7,481
162396,11,538
202811,9,670
198525,12,459
162553,9,817
164493,4,598
165125,8,924
179170,2,714
158929,5,760
172907,7,682
213699,5,810
179958,8,632
157513,13,342
224140,13,684
184789,13,442
217348,1,492
167855,10,634
212463,10,556
168422,2,861
229496,5,969
155781,10,494
173955,4,375
159551,6,495
183647,3,395
213463,4,801
190136,4,877
193413,1,128
175145,8,803
150264,3,266
211920,12,614
208396,8,496
153764,1,821
158035,8,859
187182,11,409
221627,13,589
164449,3,663
155757,11,561
168300,7,862
167150,3,544
191759,11,826
202918,6,628
206968,9,321
189872,6,632
158285,6,450
219073,1,419
159018,11,708
151935,7,549
223703,12,129
193990,8,553
167167,4,780
201813,1,447
201370,10,542
222772,3,878
224241,13,875
204348,12,491
229478,3,112
161993,4,433
216481,2,677
175524,3,667
213598,2,669
153255,7,952
171036,8,742
193137,4,315
218646,1,750
204806,12,529
217853,11,401
189781,7,209
204816,12,176
170593,3,192
182844,7,872
193460,12,370
213063,12,720
207856,11,663
174913,9,294
215235,11,179
184551,12,825
188438,8,781
153819,13,232
221954,5,244
228155,9,290
210329,1,851
162092,10,150
196888,11,595
169900,12,694
184064,8,441
178705,3,875
186402,6,120
173714,3,477
158849,11,166
188537,11,925
214329,8,249
221269,10,584
219267,7,656
160393,8,303
174628,8,756
158917,8,357
151467,13,370
215770,2,653
207527,1,211
165357,9,417
154792,10,715
166709,7,730
175955,12,318
199513,5,439
190028,3,317
180969,5,189
206683,7,631
181657,5,230
219433,5,837
178418,10,917
203493,7,766
216363,3,472
212392,5,690
200223,11,745
226381,1,322
151397,3,280
203072,11,388
198683,12,495
177631,8,152
152260,9,904
185588,10,386
189053,13,675
157080,5,316
202441,12,996
171221,11,588
187273,13,424
215355,6,403
160991,5,771
164786,5,860
156651,11,934
226587,8,131
181837,1,256
229469,11,664
207210,1,196
210735,1,265
179266,5,844
166729,7,782
165989,3,191
164434,5,343
153600,2,279
207670,10,327
186101,12,637
170912,4,184
156175,9,607
190611,12,551
178086,11,326
161789,3,990
198731,13,212
197606,9,536
177024,2,220
174458,13,105
227030,3,253
176918,11,578
178636,3,733
197166,5,386
226578,8,386
171464,5,865
201741,4,331
211925,9,399
162300,2,588
214529,9,688
154196,5,205
214133,11,344
158395,10,128
169649,4,597
156831,11,350
220190,7,562
179626,12,359
168297,13,566
218139,9,744
224567,11,712
218674,11,485
150192,11,881
201483,8,554
223794,13,629
210601,2,411
159824,10,751
223188,2,255
206273,12,477
202233,9,883
225695,13,136
225778,8,231
167508,3,994
165684,1,634
169291,1,372
191093,7,101
168434,7,988
164541,13,939
157996,3,600
221301,11,816
150608,5,462
177334,8,459
212071,4,945
220962,9,756
204397,5,190
219230,6,214
193463,2,551
165553,11,645
229708,11,473
225913,13,784
209105,11,174
222268,4,718
181173,9,651
221518,11,931
217340,5,390
219768,3,683
179983,3,571
195114,9,538
202316,4,615
218695,7,300
158758,1,988
207922,8,598
198832,1,244
186123,4,609
225720,7,866
213533,3,722
203188,11,183
210547,5,460
221763,3,172
150909,9,861
206798,9,770
168020,13,566
186989,4,508
203808,11,498
180073,9,981
214373,4,974
214244,2,146
193343,5,699
176273,4,727
175648,2,557
190543,13,602
215187,1,213
199322,11,476
171515,6,378
186205,12,568
161228,5,439
186889,11,785
152440,13,793
213380,4,648
180834,4,637
190368,4,441
187190,3,995
229754,7,499
227910,4,916
181942,9,639
180218,6,285
225094,7,602
170186,9,503
204708,13,944
222597,10,425
209255,10,461
211294,9,720
186273,3,658
158817,1,669
202988,1,996
189180,5,601
214225,9,668
178645,11,750
165473,6,279
200497,5,420
192246,3,687
196602,11,250
175134,1,590
219847,9,862
202174,2,552
225648,6,168
215508,2,839
150665,5,847
159553,6,245
183240,7,993
191290,8,486
155131,10,231
183784,11,115
157915,9,708
174251,5,504
203634,10,341
162574,9,682
186085,3,922
225265,1,911
222874,2,493
224949,5,972
173544,1,779
213938,1,171
156782,11,513
222257,8,373
226429,11,521
174203,9,603
229899,8,174
189129,5,445
198395,12,481
224067,11,154
155280,7,929
172545,9,162
159811,6,878
210076,2,680
155734,8,498
159772,4,701
184339,2,580
220101,3,747
226481,8,946
158094,6,497
183468,6,613
193905,4,107
210648,13,520
154550,1,767
202268,13,622
187491,13,361
181548,12,457
191418,9,611
154066,1,404
207365,7,168
171480,8,625
178828,3,905
191016,11,933
160622,11,196
197617,6,572
161445,10,807
220272,6,921
178666,13,253
174369,8,655
202921,7,991
163523,8,209
220671,5,563
202751,1,107
172996,5,895
207667,13,219
222925,4,101
160057,7,566
204246,9,631
214690,3,880
225124,8,516
175654,9,755
226257,12,906
170037,12,126
202050,10,640
153582,6,202
182908,12,569
194193,10,810
159221,13,628
219651,7,896
155313,9,912
195185,7,198
153842,11,583
183873,8,439
171651,4,857
153221,9,765
223263,1,243
209498,10,977
180914,8,700
163421,13,394
192502,12,301
227199,6,246
174513,8,738
203869,3,797
220865,9,108
192938,13,417
162490,6,792
190860,8,581
193102,8,433
209659,13,876
157554,11,842
210036,12,449
229624,6,337
221092,6,270
192966,11,238
224018,7,203
201354,10,375
212675,6,801
189053,2,296
185260,9,192
179525,6,674
188203,7,939
160502,2,324
192365,9,832
185210,12,492
176014,13,175
181015,1,395
205364,2,422
175826,9,964
213573,9,266
167113,1,386
175312,12,531
177689,1,240
205868,12,330
178830,12,970
197006,3,324
222059,7,635
214798,13,320
164871,9,181
162265,13,751
194197,4,256
229129,7,651
176512,8,979
211730,11,292
208221,11,378
178956,6,508
205225,2,667
151488,8,492
204698,11,146
192147,6,438
162026,1,127
150075,2,623
224795,10,724
188332,7,157
200019,8,756
195781,4,975
163509,7,708
168478,1,587
153863,4,125
220438,8,821
215535,12,848
208156,1,668
180099,6,276
192851,3,155
185816,8,345
193507,6,535
181304,5,466
227631,9,503
192780,13,664
184303,13,273
224208,11,142
229773,9,332
158894,9,820
220906,9,678
179469,1,445
185203,6,622
196823,11,454
205242,5,727
214211,6,490
153716,12,164
229583,2,653
153032,1,438
209923,1,260
184444,3,891
226036,12,162
226622,1,615
205004,10,796
167427,7,404
207179,6,323
159796,3,212
194480,1,876
223994,2,692
159621,3,548
182023,2,602
174087,13,470
158294,1,718
169277,5,266
212257,1,343
205772,2,229
197549,6,636
220033,7,210
161953,13,366
165002,10,514
187948,3,205
178627,13,820
197594,10,307
193057,9,173
202040,12,254
165423,13,250
154802,6,705
155671,12,100
189997,2,343
168225,2,265
167480,9,580
206723,7,522
204674,13,287
218246,9,325
185875,9,854
205576,2,326
206590,9,333
156809,4,845
168260,4,978
157016,8,739
168637,9,566
186279,13,344
210479,2,844
221961,9,453
161067,6,535
218911,10,277
209889,3,723
198709,9,839
198062,11,867
226719,11,704
196570,4,808
226675,4,369
229600,1,307
155388,3,141
158179,8,879
151435,4,368
181378,8,269
163979,2,729
193643,9,524
207164,12,796
224411,1,427
217441,2,697
180473,8,641
182081,10,503
196892,10,801
196759,5,409
218000,8,943
187097,3,396
225769,11,968
166493,2,358
217957,9,927
205950,11,213
204495,11,537
184028,12,624
170091,9,752
184814,13,1000
166321,2,443
188541,13,827
220392,8,776
195224,13,628
196088,1,518
193305,6,510
214554,7,971
200227,2,571
158633,5,134
190637,2,932
205060,4,508
204214,12,353
168518,8,825
196730,13,198
197526,12,828
154347,12,853
200011,11,303
162754,6,260
212435,1,251
155357,3,733
173622,2,502
177426,4,248
182810,1,937
160009,5,927
186074,7,689
171168,11,301
227387,8,703
190020,10,907
172196,11,958
208613,9,977
160030,10,773
229370,7,696
203202,1,861
227802,11,589
214251,12,499
192505,12,974
160411,8,133
228346,12,384
220583,3,387
208089,3,458
193080,5,821
208342,8,984
196413,10,296
216315,11,523
213381,2,415
222609,5,848
171785,13,666
194080,6,529
216795,2,894
222237,5,569
195623,6,791
201500,4,683
227096,7,240
215596,4,501
192936,2,465
220119,2,555
218908,2,594
228779,9,259
194854,3,112
172229,4,675
162005,10,321
227756,9,761
225744,4,188
209260,1,655
180512,4,820
224911,7,455
227294,7,863
157284,11,300
196509,8,798
212157,13,461
166710,3,278
217402,9,714
204832,4,142
161779,5,329
219398,7,541
227777,1,126
187491,11,771
155084,13,260
211717,8,553
168644,1,219
204989,4,897
185894,7,509
170531,11,366
153318,5,595
177083,9,652
170032,9,568
187931,6,278
183265,5,923
210810,6,209
151874,5,228
201254,7,254
191587,4,193
196188,5,949
172045,12,810
228698,4,986
210086,9,158
189374,7,603
214207,13,866
178783,4,177
202030,5,461
155914,10,143
229742,4,828
170494,8,241
159288,13,193
207746,9,539
163880,6,250
179298,10,223
175105,6,385
152255,3,884
210733,9,991
189927,5,433
169689,9,326
150944,12,970
214066,12,174
190638,7,374
153408,5,786
168230,4,750
208224,10,573
169704,5,211
177133,6,314
164959,6,464
171993,8,257
162940,10,206
219848,11,526
161540,9,872
206209,5,832
158408,4,958
197151,1,640
162714,1,321
168157,9,686
229923,9,597
192455,11,724
199836,8,375
225772,1,577
209210,12,320
229710,1,598
193623,1,518
216496,4,308
217508,6,438
219766,5,412
151384,10,540
156927,11,984
193035,8,187
160868,10,921
197801,10,724
160444,1,507
212220,8,405
158755,5,517
153384,8,932
168356,12,531
228198,13,461
156651,13,704
173197,12,143
151523,12,713
165544,3,185
177021,5,125
228560,13,733
164030,11,849
184306,7,746
188417,12,997
221381,4,515
228991,6,484
182488,1,627
204970,2,938
150059,6,559
157127,4,780
200208,5,962
214056,4,620
194830,3,644
177971,7,771
160296,5,395
201498,9,900
177922,12,599
201077,12,657
199686,13,549
161424,3,622
201304,6,839
226934,4,963
189151,9,277
179158,8,375
229762,8,298
224392,6,766
197953,4,486
225049,4,354
191945,7,341
168843,3,911
157121,6,279
216917,10,867
210013,6,494
173845,5,956
207753,5,815
190654,3,789
181892,13,702
189616,10,691
222569,12,951
163295,8,463
162640,5,422
174005,8,755
197444,3,210
150171,7,880
209467,5,559
184002,9,373
203568,12,732
155301,3,329
194757,13,556
181920,12,123
223737,10,527
167448,10,912
208492,3,900
170542,12,882
204518,3,476
180272,6,996
211261,6,197
205674,11,220
204601,4,379
215131,8,509
212586,3,698
192885,6,364
160019,7,603
210724,2,908
195558,3,707
222756,1,857
159353,12,255
163197,4,918
180302,6,125
185742,11,369
228892,2,388
161820,11,340
210626,1,710
160310,8,282
184340,8,371
190852,2,446
200728,4,813
168385,6,638
225916,13,997
163807,2,777
228674,9,802
176257,7,862
212007,3,372
208142,1,570
156664,1,218
224870,12,395
228464,2,502
177731,13,399
150301,9,716
174352,11,121
179830,8,857
152025,11,261
169467,1,520
163781,1,273
184086,12,709
162225,11,501
216031,3,347
200733,12,165
220344,8,154
161972,11,150
188872,5,933
180437,2,177
182128,5,948
189259,13,365
216414,1,888
189564,9,135
160788,11,371
221260,8,638
223251,4,365
171147,11,517
177070,5,205
183511,2,594
152000,2,516
158000,2,675
217206,10,1000
191632,6,366
177151,2,107
193425,6,911
181568,2,904
202959,12,722
176500,9,118
196030,1,121
199024,2,298
216683,7,402
185819,2,307
160383,10,910
197353,11,287
171245,12,839
163109,7,943
151715,11,114
172428,3,939
209469,4,924
187792,8,294
162915,1,271
152098,6,384
198799,4,293
207820,3,830
192704,7,238
191325,3,374
193441,3,945
193881,2,734
154274,7,142
224932,12,191
218909,4,633
156810,10,785
168680,11,608
201851,12,823
157622,1,993
209978,7,993
221011,13,138
201653,1,992
152982,7,195
184138,4,199
227013,13,534
194934,4,254
178817,4,299
222775,11,492
181681,11,305
151248,5,674
173312,3,151
178301,6,963
168623,5,352
216543,7,995
220491,12,984
227173,1,834
223327,3,662
174842,3,701
151311,12,913
159465,11,492
176354,13,819
182864,2,508
202888,12,727
193623,12,590
192615,11,847
203235,1,1000
226140,6,201
165534,7,371
155443,6,691
188235,1,838
215109,1,949
177062,9,743
203995,9,110
207156,2,381
200364,11,401
156027,1,128
221786,3,599
210882,12,533
186077,12,480
227762,3,389
221200,8,538
150052,10,841
209887,7,282
207183,12,136
207847,13,123
155580,4,906
184459,2,918
221136,5,172
152509,9,488
162923,10,174
196566,1,1000
157088,2,711
220404,12,469
188179,8,825
218465,12,305
199932,12,303
163088,2,358
172468,11,317
221733,4,841
166737,13,774
175591,13,304
228529,13,608
193589,5,321
152128,6,696
206295,7,347
215431,10,805
171246,2,845
199606,5,618
185175,12,101
160845,10,110
160777,8,310
161111,1,707
214821,9,501
185472,4,673
206934,8,713
228139,10,227
227878,7,151
190242,1,844
156855,7,993
200613,4,445
186844,2,978
212339,4,444
188787,5,398
155992,10,732
203628,5,405
180386,2,308
201769,2,452
200676,6,508
170742,4,989
182474,9,359
193844,9,324
156127,6,512
152575,3,298
194265,9,931
158480,8,565
199140,4,629
211567,7,164
220844,13,839
182091,3,385
169896,6,114
155538,4,889
184669,1,675
216501,1,695
160240,6,386
176804,2,247
152428,7,814
225250,2,332
176330,5,197
180304,5,273
181835,9,609
216446,9,693
174682,5,874
166481,11,319
187512,2,894
223056,2,437
188063,10,316
205923,4,372
192631,1,319
151824,5,951
196713,12,420
175884,5,840
199075,13,425
156872,12,750
169354,13,457
202757,6,159
207338,1,639
153800,1,595
228508,9,264
181756,1,720
174095,4,163
159951,13,762
204769,2,582
178798,12,400
177771,2,389
213908,9,306
173810,5,842
228967,3,431
200466,3,828
204640,1,325
155016,9,406
211684,10,966
173969,2,570
218265,12,650
221227,3,769
167976,3,188
166318,12,864
163015,11,525
187001,9,516
190078,9,460
160958,5,217
213448,4,714
187576,5,116
212253,2,184
166276,1,674
169328,11,985
212496,4,981
175565,1,993
219387,11,386
203219,10,784
176145,13,164
217916,2,494
170901,12,330
151612,10,352
210189,13,198
213098,7,984
164898,13,496
153322,7,811
206757,2,423
227144,13,974
152001,3,526
202435,8,491
228265,3,164
189966,9,642
182920,8,613
183519,13,608
193425,6,214
159042,6,771
207936,10,655
161139,7,436
181522,1,427
225954,5,931
154427,13,432
154224,12,701
223957,8,753
190956,4,714
203843,13,427
223733,8,648
150528,13,362
189476,5,446
214719,10,902
223894,10,785
184257,7,750
186347,12,827
183945,13,597
208992,10,473
229787,1,569
179228,11,347
204274,9,156
202403,3,718
222696,2,652
174484,11,477
183365,9,142
185316,11,383
161290,2,479
218176,9,464
169596,1,443
186826,13,536
216895,4,545
223491,5,991
201647,3,854
213654,7,815
196929,5,170
176051,11,172
229931,6,855
169405,12,243
216628,5,566
201238,1,247
187056,10,957
159801,8,391
190531,2,678
220040,5,928
191021,12,692
208522,6,884
190962,8,124
180168,4,488
204671,2,337
168347,4,940
175249,9,527
167052,5,326
223943,5,384
208724,10,982
226496,11,380
205515,13,395
183189,5,885
179058,7,844
150770,7,258
150786,13,250
213087,5,230
153326,12,909
180862,1,294
171265,2,575
153019,6,469
198235,12,273
180371,9,877
166408,10,627
196165,4,639
200337,9,834
226453,10,503
152158,1,1000
195373,5,529
219031,8,994
196366,5,277
196151,8,679
177477,3,384
199170,9,373
206082,6,293
167746,6,492
202390,3,157
156023,11,792
161234,12,181
192106,8,575
173146,6,935
196133,7,447
155842,10,584
156021,10,696
193622,8,717
185742,2,988
220464,6,589
222830,12,848
210908,8,744
171253,7,298
175199,1,861
178854,1,207
164880,12,769
175259,11,622
194015,6,479
170958,12,949
176577,5,459
155773,11,655
215227,7,386
175889,11,168
186303,1,124
188638,6,108
219805,9,574
153931,8,826
204497,3,611
166600,5,141
153371,4,224
170281,1,554
209563,6,172
156293,9,841
198871,3,127
172239,6,379
227933,13,449
228561,12,992
176301,9,311
223464,2,267
174063,7,369
153169,7,751
208757,2,478
208155,9,258
200515,6,797
195078,1,797
157556,4,882
225517,11,744
165413,7,202
178859,4,437
207115,11,869
192681,4,169
210283,2,779
179424,7,638
224594,12,850
155542,1,197
190338,1,134
174865,1,302
211136,8,131
191566,3,556
190950,4,907
177890,12,625
205858,8,943
177847,3,154
216499,3,594
200255,9,536
226778,10,754
226378,12,630
182069,6,430
200441,7,622
184181,10,643
216256,5,614
212062,4,727
221759,11,230
195752,3,702
184703,12,397
159067,4,130
194423,5,728
212901,11,346
187880,5,224
159529,11,908
176722,9,156
161466,5,481
186956,2,909
190392,5,911
171671,2,319
156198,2,578
150145,8,861
152930,7,313
228089,13,626
199352,3,237
152046,11,586
169178,10,883
221727,10,872
221756,5,450
228743,9,465
156565,9,465
229007,13,750
174575,12,799
202644,4,382
173026,2,680
208000,3,469
226823,13,155
219182,5,532
225317,3,308
225189,1,103
191159,7,414
171704,3,703
170592,2,995
191426,6,872
196043,7,430
197363,1,283
162502,10,608
205299,11,841
189942,5,475
157520,3,139
161124,5,490
200110,11,713
218472,2,962
196057,8,211
175971,13,343
224193,2,223
193574,2,310
225365,10,233
178949,8,592
203377,11,629
164487,8,853
201080,3,515
199210,5,982
198315,5,820
186225,10,578
205899,11,413
180749,2,338
220242,12,828
182446,5,729
182646,4,860
153376,2,724
228922,7,740
156712,10,578
204288,12,196
201830,12,284
182246,7,827
187539,10,754
173798,13,495
187294,4,875
155999,11,284
221746,8,556
226546,1,251
222878,7,478
214800,5,356
197287,10,252
153090,4,139
209708,8,309
182586,10,700
164816,4,397
173827,5,359
177696,13,912
156972,12,614
206279,3,563
206580,5,978
159386,9,691
151675,3,573
188689,10,393
158810,13,978
219429,8,969
162563,8,224
184874,10,726
180509,13,109
226895,12,968
222707,2,791
183808,6,299
155726,7,778
158602,13,731
224136,3,669
157504,8,677
197768,9,407
197409,8,624
181389,3,997
210288,2,596
168746,13,369
211617,11,451
154427,9,160
161272,1,590
202733,11,450
195973,10,926
180540,1,155
221395,10,258
223841,10,528
211678,5,504
222926,4,810
190206,8,203
198988,6,407
154005,4,706
157011,10,586
167057,6,754
184900,9,290
177404,7,965
157249,5,278
185812,2,445
176810,3,299
229713,6,805
179190,7,649
226200,5,386
170744,1,938
192552,10,498
156710,13,802
189277,8,111
194687,11,140
223398,1,261
171873,13,765
182139,13,830
195022,9,382
182154,1,728
203827,2,445
166019,2,177
209096,8,760
190377,8,542
165041,1,196
228567,2,878
156811,1,413
183483,2,377
229204,9,705
150023,13,790
164825,5,705
175562,3,947
212428,7,513
209721,5,547
151767,1,337
206504,3,408
204216,11,340
153601,10,110
151635,2,464
216210,4,533
199695,12,196
229046,4,461
169761,11,542
179015,12,981
177073,2,918
179910,13,385
163645,3,693
209859,3,519
171090,6,653
175895,12,184
172805,1,404
151215,7,632
176582,12,759
176753,3,307
160197,9,696
194001,4,521
162912,11,176
192089,3,139
229727,13,202
158639,13,450
206580,1,172
191588,10,996
162940,5,988
219525,4,772
161206,2,319
206855,6,329
218006,10,360
189799,4,302
190787,6,991
202182,1,750
164189,11,568
174507,9,347
178330,13,925
192541,13,763
220910,9,517
214982,8,202
210445,12,899
223244,1,849
215402,7,375
174212,9,526
187451,12,810
153329,13,509
189785,8,420
218467,9,619
189682,7,864
191124,12,780
163339,7,276
206717,6,889
186706,2,488
218251,1,245
207325,7,722
190651,4,648
218040,2,539
202769,8,537
189010,8,649
159047,5,857
191205,1,352
224809,13,181
209735,10,800
214910,6,919
170272,11,653
212736,11,956
193066,1,718
227431,4,259
215424,2,932
193233,3,235
165092,3,716
162138,6,837
164503,1,377
152979,2,677
168462,1,305
221549,1,999
224174,11,510
167657,2,321
170335,5,382
170155,9,197
228515,13,128
169713,9,465
202549,6,596
209791,6,276
227799,8,279
161473,5,861
218511,12,451
186322,8,396
168531,10,382
174570,9,806
165513,12,479
216265,6,454
166758,9,385
224433,9,603
194469,6,871
179040,2,225
157410,2,141
183900,12,477
186495,5,430
153909,4,647
210013,12,666
155650,11,578
226011,10,191
213739,9,214
152988,10,988
160263,4,165
213086,8,895
229854,1,662
167146,11,783
183777,2,118
198491,8,569
157909,9,548
169236,3,365
171077,9,670
222911,6,907
172985,8,893
183237,11,604
203198,13,519
171802,5,956
229938,9,953
213819,7,732
220332,9,862
196313,2,135
159973,9,861
170482,10,732
219606,3,517
214119,1,479
165921,12,674
217634,11,532
175677,6,281
213170,8,194
195168,1,979
174315,3,623
197661,13,132
166026,10,877
198459,13,194
186807,4,793
210245,2,675
181545,2,316
185137,8,530
199704,7,185
226225,2,959
205935,10,923
158490,10,761
156196,5,880
164539,13,125
200197,2,124
205548,5,851
184395,6,294
196590,2,790
216859,10,251
170631,9,923
227703,9,285
228478,2,148
175262,4,734
177592,9,443
184966,11,273
229667,1,296
190798,13,248
170522,6,461
183333,7,709
226259,2,977
158365,10,241
209379,7,881
158547,6,932
211275,2,625
192752,6,898
176141,11,980
196408,11,177
191563,11,156
150244,10,315
221778,1,999
188365,2,190
204957,7,157
151367,7,203
221852,11,657
229899,11,379
192287,3,445
210093,4,272
151275,12,540
182784,9,119
168655,4,176
176244,7,487
223644,13,173
226033,7,107
197425,11,979
208951,5,229
221442,6,464
195560,5,894
203931,7,557
204084,7,316
217193,3,317
163856,2,527
218479,3,352
153814,10,292
191080,12,156
224446,2,380
164962,7,801
191461,10,495
199785,11,681
198727,7,777
223351,13,885
203876,7,194
172285,12,245
151880,12,239
178514,2,252
183537,13,584
156842,12,624
199023,7,861
167878,6,741
163293,1,547
185025,5,794
217188,1,519
223832,3,743
180107,1,721
202903,1,574
217267,8,986
161130,8,840
151722,3,988
171342,13,742
208222,1,964
228320,1,847
208421,1,749
158048,11,519
186170,8,320
182191,3,719
189108,10,868
172016,8,859
205377,3,376
157565,2,943
206788,8,762
209056,4,889
209104,12,663
201742,7,301
156864,1,506
150695,11,680
178805,3,648
224571,12,260
180795,9,872
192551,2,812
205570,6,365
211595,6,746
222158,7,773
226284,9,938
220620,10,910
183083,13,267
173784,4,310
183934,8,761
191027,7,760
224546,1,995
210192,1,368
208517,9,638
193339,13,122
192533,4,127
199694,6,709
152129,12,238
150351,11,653
160444,9,924
193215,6,222
218642,11,516
157092,3,665
210872,8,172
227060,3,293
214589,2,508
171680,6,536
192664,8,664
199042,3,231
178924,9,587
182035,4,510
211328,8,278
181641,9,170
188779,10,671
164237,2,987
209387,3,564
223001,8,258
176881,8,556
214487,8,121
158677,5,338
206319,9,536
183715,4,890
174192,3,724
216537,12,395
176516,9,130
198723,6,593
213181,3,244
166775,11,967
164389,11,152
156355,8,123
195917,12,393
218716,5,682
163692,5,535
177632,1,960
178201,9,716
196922,9,292
174742,3,212
201871,5,150
213013,9,320
222457,11,948
183646,11,331
196459,6,418
169396,4,341
225210,8,800
155102,10,140
153935,5,329
202314,13,343
214031,5,213
173498,8,680
155831,3,579
171422,7,801
174459,13,782
227131,7,439
151725,5,760
212311,8,323
180883,7,137
221394,2,486
193495,13,305
169471,5,420
175051,12,330
225264,3,892
223471,12,433
220300,1,123
159128,5,895
181703,8,881
208347,13,837
205339,13,124
152071,8,400
199527,2,378
200821,3,235
206070,1,887
204317,12,376
153873,3,874
212199,5,312
178553,7,702
169601,10,928
217377,11,604
164642,12,468
162378,3,662
178627,5,767
222015,4,553
203901,9,463
211710,4,399
212726,4,813
211500,6,875
179368,12,635
158947,3,740
214141,4,371
165973,6,545
213500,7,101
152659,9,182
181151,12,448
205845,9,259
206956,7,647
165925,11,595
172497,11,149
212189,10,672
162910,12,195
181498,6,591
154506,6,147
229749,10,277
154140,6,335
174656,4,536
169197,1,514
211805,7,490
160023,10,689
180659,1,753
188388,13,709
157505,4,687
158321,7,314
204706,10,430
201097,13,465
157534,5,864
196184,12,648
166342,3,675
192805,12,215
169111,10,737
190231,3,386
210485,8,804
221480,7,608
160958,9,592
189045,6,288
154044,13,609
178336,4,513
191009,2,710
227465,8,638
193556,1,247
198811,10,559
195560,6,573
204214,3,855
172702,8,201
184657,6,857
159870,5,770
175216,5,778
183006,1,152
224176,1,398
196246,10,567
220980,5,590
194097,7,676
227193,5,954
214537,10,720
175174,12,189
185896,9,603
226727,10,320
195557,12,646
185236,6,244
173638,10,617
211028,9,552
156021,13,256
205141,9,583
227505,7,797
152589,5,652
210658,12,103
202945,12,546
173942,2,216
156364,12,725
189734,2,755
197586,7,309
160521,12,360
192835,9,775
167764,12,748
227503,5,925
169458,6,582
201881,7,276
157155,5,597
178838,7,730
225052,9,885
198522,13,430
156061,7,847
152296,9,390
214806,8,799
219525,2,926
188403,10,769
184362,6,361
152418,9,219
205338,8,657
150240,7,660
177834,9,306
159921,12,623
228267,12,552
209692,6,844
161051,6,527
169159,13,810
180482,6,181
159086,6,684
172268,5,588
191515,3,474
207425,13,452
229135,3,254
172326,7,786
190073,8,773
221533,12,482
159007,13,360
199382,4,460
161614,6,998
154620,4,721
225172,5,978
185014,10,221
176404,5,746
217640,2,845
157363,9,773
213802,13,981
189819,8,668
214986,5,968
158993,2,946
186703,2,765
185912,11,123
150549,13,623
210663,12,462
157302,6,734
215073,11,772
212593,4,532
172086,13,407
202092,8,551
222128,11,702
181035,4,372
163295,3,624
228810,11,351
226487,2,764
222884,1,539
167447,11,827
225404,1,137
208085,13,402
216001,13,580
216732,3,481
199377,2,789
162424,6,117
217519,9,754
186937,7,325
175660,5,906
172765,9,273
210266,7,592
178155,5,449
199599,8,218
229414,12,395
208091,6,843
212634,4,147
225197,6,844
168234,7,140
227007,10,882
187900,5,356
210672,3,526
154121,2,555
193214,2,112
172097,4,259
194221,13,936
160579,4,910
191246,4,886
207120,10,979
159407,1,797
168775,9,202
205492,3,125
157350,8,527
205066,1,285
160223,13,709
155702,6,251
151779,7,369
181306,5,932
170459,11,411
160601,12,521
187584,9,292
225804,7,165
213646,5,710
221040,8,729
164666,4,672
215734,5,929
194138,5,175
182020,8,983
189278,8,127
196417,4,378
198956,1,253
218390,9,623
152201,9,679
182595,10,415
165178,1,752
205204,7,132
227380,11,240
205432,13,705
224566,7,937
211118,3,984
182566,5,874
217792,5,567
201101,2,114
202885,4,566
207287,8,886
156504,12,713
188367,5,517
179796,5,350
189504,12,498
206269,12,502
189765,12,429
191725,1,167
217140,5,232
158317,8,587
221703,9,157
