ID,AFORO,IDHOSTAL
239347,2,17072
239348,8,542
239349,7,8291
239350,1,16526
239351,7,18149
239352,4,18586
239353,3,12414
239354,10,6566
239355,5,9312
239356,8,9596
239357,1,10365
239358,3,19575
239359,2,17869
239360,2,13907
239361,10,13065
239362,3,9333
239363,9,12112
239364,6,17464
239365,1,13897
239366,5,1818
239367,8,18724
239368,4,1129
239369,4,1782
239370,3,18216
239371,3,15589
239372,8,19831
239373,6,5765
239374,7,12269
239375,4,14582
239376,10,299
239377,9,1174
239378,10,18071
239379,2,350
239380,9,6390
239381,1,114
239382,8,4383
239383,7,11504
239384,1,5524
239385,9,15361
239386,2,14281
239387,10,3061
239388,9,16424
239389,4,4551
239390,1,7071
239391,9,15164
239392,2,4136
239393,4,6745
239394,8,9675
239395,2,15905
239396,7,16019
239397,10,17839
239398,10,13944
239399,6,9838
239400,2,12687
239401,6,10701
239402,6,15059
239403,9,5375
239404,2,9263
239405,10,15032
239406,9,8219
239407,1,10520
239408,6,8693
239409,10,12903
239410,4,3216
239411,2,4960
239412,6,9187
239413,10,308
239414,5,1912
239415,8,12639
239416,6,7552
239417,1,13172
239418,8,13403
239419,9,19347
239420,2,11380
239421,2,11349
239422,5,16573
239423,8,3554
239424,5,12343
239425,6,12361
239426,5,15574
239427,6,2547
239428,3,12930
239429,5,6111
239430,4,5430
239431,2,13360
239432,7,18462
239433,4,1240
239434,9,10031
239435,2,2664
239436,1,16499
239437,2,2935
239438,9,6167
239439,10,16530
239440,1,4450
239441,7,15442
239442,4,11949
239443,4,1142
239444,6,11369
239445,9,6194
239446,6,19272
239447,8,9216
239448,9,13369
239449,10,879
239450,9,15806
239451,1,18343
239452,5,19939
239453,9,15524
239454,1,667
239455,2,3667
239456,10,14164
239457,9,2780
239458,8,4192
239459,8,5422
239460,9,14929
239461,10,13226
239462,9,17928
239463,4,12300
239464,2,698
239465,4,13118
239466,3,6261
239467,3,5599
239468,5,14452
239469,7,9929
239470,6,5578
239471,3,8379
239472,8,2932
239473,7,18988
239474,10,16378
239475,7,72
239476,3,8728
239477,6,6045
239478,10,11069
239479,9,8083
239480,5,14819
239481,10,12217
239482,4,17008
239483,1,15540
239484,4,5646
239485,6,12002
239486,6,2737
239487,7,5066
239488,7,1586
239489,3,9632
239490,2,9799
239491,5,14603
239492,4,6682
239493,2,5763
239494,5,8377
239495,7,14627
239496,7,3854
239497,2,16497
239498,3,319
239499,6,18347
239500,4,7488
239501,6,17106
239502,1,9943
239503,8,10835
239504,9,12585
239505,9,8144
239506,8,4867
239507,3,18717
239508,7,19402
239509,10,19914
239510,6,18788
239511,2,14251
239512,1,8310
239513,2,13379
239514,1,12296
239515,4,9910
239516,10,7853
239517,8,2762
239518,4,16864
239519,3,3349
239520,2,18578
239521,10,6012
239522,10,7623
239523,1,192
239524,2,4635
239525,10,2453
239526,7,18122
239527,2,18648
239528,10,8499
239529,5,6191
239530,3,11773
239531,4,12106
239532,7,1137
239533,8,18594
239534,6,4452
239535,1,348
239536,4,2334
239537,9,5487
239538,6,18784
239539,10,3083
239540,6,662
239541,8,15881
239542,2,16266
239543,7,5426
239544,10,14507
239545,6,15885
239546,9,11901
239547,9,7613
239548,7,11105
239549,3,5559
239550,3,9936
239551,8,10191
239552,4,17350
239553,5,1417
239554,7,425
239555,4,5177
239556,9,4570
239557,8,11164
239558,2,13695
239559,9,13782
239560,2,13662
239561,3,13385
239562,10,1475
239563,8,3067
239564,5,14420
239565,2,15097
239566,4,2203
239567,9,147
239568,1,15478
239569,5,7693
239570,6,11072
239571,9,15284
239572,9,16403
239573,8,6877
239574,8,14164
239575,3,16866
239576,4,13743
239577,10,2056
239578,2,18932
239579,10,9839
239580,2,403
239581,2,5687
239582,4,6429
239583,4,17501
239584,9,7302
239585,7,19203
239586,2,4431
239587,6,3900
239588,3,10612
239589,2,8444
239590,8,12754
239591,3,16727
239592,9,2376
239593,2,12124
239594,1,541
239595,6,1756
239596,7,17853
239597,9,3094
239598,5,1243
239599,4,641
239600,1,225
239601,7,2943
239602,2,7073
239603,8,2520
239604,10,18960
239605,9,4923
239606,6,13775
239607,4,2184
239608,1,2534
239609,10,7531
239610,6,10875
239611,2,12333
239612,6,7058
239613,6,11349
239614,1,2726
239615,6,3477
239616,8,13121
239617,6,10612
239618,6,12694
239619,4,12203
239620,10,14712
239621,3,4657
239622,10,12570
239623,9,9533
239624,7,9067
239625,8,421
239626,10,9518
239627,7,10803
239628,8,7376
239629,10,11494
239630,5,19542
239631,8,16201
239632,2,7438
239633,1,14305
239634,1,19331
239635,10,2004
239636,8,15583
239637,10,14026
239638,10,10907
239639,4,14245
239640,4,17800
239641,9,15482
239642,3,13637
239643,7,18989
239644,5,7086
239645,6,19027
239646,9,3417
239647,10,3109
239648,1,14939
239649,8,2672
239650,7,19609
239651,6,4955
239652,4,7916
239653,7,19364
239654,6,18986
239655,5,19167
239656,5,1623
239657,8,7639
239658,4,8932
239659,7,9692
239660,6,1333
239661,10,6248
239662,4,12557
239663,10,17982
239664,3,16876
239665,7,18281
239666,1,17833
239667,6,5848
239668,5,14804
239669,3,6552
239670,2,3742
239671,1,9647
239672,10,14896
239673,5,6174
239674,7,2504
239675,7,1383
239676,5,18643
239677,7,12259
239678,5,14512
239679,1,2959
239680,6,6086
239681,9,16754
239682,2,6612
239683,5,2828
239684,1,4793
239685,9,222
239686,2,18211
239687,1,8670
239688,7,2184
239689,2,3785
239690,2,19946
239691,3,2068
239692,1,1861
239693,4,1484
239694,3,12859
239695,1,12632
239696,8,19424
239697,6,19426
239698,6,19982
239699,1,17065
239700,3,15773
239701,1,11011
239702,8,574
239703,5,17557
239704,10,742
239705,6,6769
239706,10,8165
239707,2,17900
239708,1,787
239709,6,8590
239710,1,4228
239711,6,5666
239712,9,17914
239713,4,5108
239714,6,1278
239715,6,13740
239716,8,9641
239717,2,3636
239718,4,1351
239719,3,10332
239720,10,7140
239721,10,13357
239722,7,14911
239723,10,19899
239724,2,6602
239725,8,18652
239726,6,18483
239727,10,4354
239728,8,18767
239729,9,11541
239730,1,15658
239731,7,12994
239732,1,9567
239733,1,10006
239734,9,3321
239735,7,6997
239736,1,458
239737,4,7603
239738,2,11486
239739,3,12407
239740,2,19751
239741,7,206
239742,3,850
239743,8,6811
239744,1,7261
239745,8,12960
239746,9,16785
239747,9,11306
239748,4,12514
239749,7,5792
239750,5,15701
239751,10,10827
239752,3,12646
239753,2,13537
239754,7,14412
239755,1,15443
239756,6,6609
239757,8,3980
239758,10,13749
239759,8,11533
239760,4,16798
239761,7,186
239762,1,4219
239763,6,14741
239764,2,1475
239765,2,15900
239766,9,14039
239767,6,11217
239768,7,7363
239769,1,6060
239770,3,8824
239771,7,335
239772,9,9317
239773,7,7096
239774,5,11996
239775,8,18890
239776,5,14065
239777,5,4355
239778,10,2677
239779,7,1715
239780,9,17354
239781,5,1686
239782,1,4402
239783,10,4183
239784,8,14688
239785,10,150
239786,2,10329
239787,7,16074
239788,1,1032
239789,3,9151
239790,4,7626
239791,2,5477
239792,3,19046
239793,5,13352
239794,6,10372
239795,9,19602
239796,4,19161
239797,4,11566
239798,1,19429
239799,10,14644
239800,4,15627
239801,8,16619
239802,8,18241
239803,4,5057
239804,3,3593
239805,7,15563
239806,10,84
239807,5,1865
239808,1,10427
239809,5,12123
239810,7,4386
239811,4,4857
239812,9,15919
239813,3,13707
239814,2,6214
239815,7,11410
239816,9,7730
239817,6,7376
239818,2,9071
239819,2,14936
239820,3,10364
239821,4,1670
239822,1,11179
239823,10,5463
239824,2,13544
239825,9,16715
239826,6,1889
239827,9,18606
239828,7,6284
239829,5,7491
239830,5,6671
239831,8,18972
239832,4,17129
239833,10,17849
239834,2,15276
239835,1,2736
239836,10,17604
239837,3,5288
239838,8,19078
239839,6,13383
239840,2,440
239841,10,3236
239842,10,9038
239843,7,16995
239844,8,2286
239845,1,8779
239846,6,11967
239847,9,11667
239848,2,8954
239849,7,16502
239850,7,5647
239851,10,18732
239852,8,11562
239853,5,6284
239854,10,7013
239855,4,5139
239856,3,19992
239857,3,14954
239858,8,7184
239859,8,8013
239860,10,11008
239861,2,5878
239862,9,1671
239863,9,12776
239864,10,536
239865,4,13405
239866,9,18715
239867,9,3334
239868,3,7662
239869,7,11637
239870,10,19416
239871,6,17796
239872,7,691
239873,4,16031
239874,7,1980
239875,2,4921
239876,1,1583
239877,5,16786
239878,3,1584
239879,5,3010
239880,10,14078
239881,1,16533
239882,5,12791
239883,10,5873
239884,3,5998
239885,3,2899
239886,8,19257
239887,8,5013
239888,7,13344
239889,3,19663
239890,4,11367
239891,9,400
239892,3,12160
239893,3,450
239894,2,2965
239895,2,7421
239896,7,19459
239897,5,101
239898,10,6581
239899,8,2157
239900,10,17172
239901,2,5575
239902,8,4254
239903,3,9344
239904,10,17999
239905,1,2752
239906,4,16919
239907,2,18751
239908,1,16195
239909,4,3882
239910,3,16637
239911,10,9868
239912,3,16684
239913,4,4255
239914,4,7060
239915,2,15694
239916,1,13550
239917,7,9062
239918,3,17917
239919,6,14528
239920,5,4635
239921,8,14920
239922,6,19320
239923,1,10982
239924,8,8721
239925,8,13390
239926,7,1869
239927,7,4716
239928,4,18528
239929,6,17601
239930,1,8900
239931,5,16818
239932,4,1836
239933,6,19337
239934,6,16862
239935,3,18617
239936,5,1007
239937,5,7126
239938,10,10328
239939,5,14408
239940,6,615
239941,4,8947
239942,8,6240
239943,5,19619
239944,10,19673
239945,5,14321
239946,7,15796
239947,7,8817
239948,3,16563
239949,7,17998
239950,5,18849
239951,8,2607
239952,1,6218
239953,10,17958
239954,10,9769
239955,10,3265
239956,10,15861
239957,1,7520
239958,1,6087
239959,9,1404
239960,2,14141
239961,5,10938
239962,1,16782
239963,9,5384
239964,2,4292
239965,10,1478
239966,9,18794
239967,10,3
239968,6,1014
239969,8,16269
239970,5,18315
239971,3,2059
239972,2,9220
239973,7,8626
239974,5,11348
239975,7,16054
239976,1,14832
239977,2,4603
239978,7,9053
239979,10,12648
239980,1,17015
239981,5,7028
239982,10,10836
239983,1,17114
239984,4,12630
239985,2,3850
239986,5,12963
239987,2,14952
239988,7,13396
239989,8,7080
239990,5,2476
239991,9,193
239992,1,11392
239993,4,2014
239994,6,8295
239995,3,3705
239996,10,6651
239997,4,2184
239998,9,9342
239999,2,13241
240000,5,3631
240001,3,16344
240002,5,18346
240003,10,683
240004,3,2251
240005,9,5465
240006,4,9749
240007,7,8343
240008,5,280
240009,1,14625
240010,1,4134
240011,3,16799
240012,4,570
240013,10,1459
240014,2,5181
240015,9,14572
240016,4,11570
240017,2,5288
240018,4,3699
240019,10,6502
240020,5,19166
240021,8,17443
240022,4,5388
240023,5,9114
240024,7,9134
240025,3,19456
240026,2,3957
240027,10,3339
240028,7,4414
240029,2,9668
240030,8,7555
240031,3,16262
240032,2,13611
240033,7,7447
240034,4,1047
240035,4,19253
240036,2,5334
240037,4,18655
240038,4,9160
240039,6,1085
240040,5,140
240041,7,9515
240042,4,17475
240043,8,16391
240044,1,17870
240045,6,82
240046,8,17748
240047,10,6022
240048,2,18880
240049,8,5548
240050,8,42
240051,2,10924
240052,6,13128
240053,9,2447
240054,8,18565
240055,9,5456
240056,6,1497
240057,6,2885
240058,7,14073
240059,3,11005
240060,10,15871
240061,3,15930
240062,10,4647
240063,6,4961
240064,10,13424
240065,3,575
240066,7,10157
240067,6,4153
240068,4,9842
240069,7,16985
240070,9,1696
240071,7,18162
240072,9,455
240073,7,8636
240074,7,14886
240075,4,9886
240076,8,13980
240077,3,4960
240078,1,2185
240079,8,2697
240080,7,931
240081,9,10634
240082,6,4642
240083,1,8989
240084,1,16189
240085,10,15060
240086,3,18466
240087,3,1136
240088,6,13260
240089,3,19674
240090,8,1687
240091,10,15146
240092,2,19232
240093,6,10608
240094,4,15647
240095,8,16717
240096,4,8382
240097,6,18101
240098,10,11064
240099,10,9996
240100,10,4769
240101,7,1517
240102,8,5743
240103,9,5477
240104,5,701
240105,6,16232
240106,4,2744
240107,7,15307
240108,9,11349
240109,1,8272
240110,3,3342
240111,1,8892
240112,9,5159
240113,6,18873
240114,3,16329
240115,6,7352
240116,4,9224
240117,7,17252
240118,3,16469
240119,6,3344
240120,7,12732
240121,3,407
240122,6,6703
240123,5,11481
240124,10,7983
240125,1,16569
240126,9,171
240127,8,4422
240128,4,7562
240129,4,4205
240130,9,15342
240131,9,9365
240132,8,1734
240133,3,16728
240134,7,13830
240135,6,18682
240136,2,10529
240137,6,9428
240138,8,7144
240139,4,19376
240140,10,4852
240141,9,7389
240142,9,411
240143,8,4021
240144,6,14834
240145,4,10062
240146,4,184
240147,7,18714
240148,2,1701
240149,4,17967
240150,6,7695
240151,3,8691
240152,4,3713
240153,6,15868
240154,1,1536
240155,10,16338
240156,7,18949
240157,8,18007
240158,1,11254
240159,2,14528
240160,6,5064
240161,3,17557
240162,2,19390
240163,7,9637
240164,1,4910
240165,5,6996
240166,10,13499
240167,3,4982
240168,1,10665
240169,5,916
240170,7,1896
240171,5,1951
240172,10,9314
240173,2,12731
240174,8,23
240175,7,11617
240176,10,5401
240177,7,16032
240178,2,18743
240179,5,15899
240180,7,6969
240181,10,12919
240182,5,14180
240183,8,9011
240184,7,303
240185,5,13403
240186,2,16573
240187,8,501
240188,5,6941
240189,8,2496
240190,2,14106
240191,7,6502
240192,5,13363
240193,9,16267
240194,9,12256
240195,10,16669
240196,3,6451
240197,8,19174
240198,7,16333
240199,9,14797
240200,2,7243
240201,5,10966
240202,4,18494
240203,7,13970
240204,1,396
240205,3,9054
240206,10,1789
240207,3,15672
240208,1,9302
240209,6,13232
240210,2,8506
240211,3,81
240212,8,60
240213,3,15404
240214,4,9969
240215,2,7866
240216,5,15804
240217,6,14881
240218,10,5317
240219,10,3291
240220,10,4068
240221,5,12771
240222,1,747
240223,2,9961
240224,9,1817
240225,5,15243
240226,9,14297
240227,5,1115
240228,10,17214
240229,9,8311
240230,5,9333
240231,3,1571
240232,9,2493
240233,10,8057
240234,8,17142
240235,9,7354
240236,10,9466
240237,5,9813
240238,4,18253
240239,10,13774
240240,7,6795
240241,3,15772
240242,9,10830
240243,2,16999
240244,6,2554
240245,9,18539
240246,6,15796
240247,1,16141
240248,7,11308
240249,7,10462
240250,4,10445
240251,8,4693
240252,5,446
240253,8,14324
240254,1,19811
240255,7,2704
240256,9,4315
240257,7,14261
240258,6,19912
240259,4,13458
240260,7,119
240261,4,9875
240262,8,11503
240263,3,8116
240264,7,4507
240265,10,2258
240266,5,5091
240267,2,7630
240268,2,11332
240269,8,658
240270,5,11814
240271,9,3640
240272,2,15435
240273,10,2143
240274,9,10708
240275,8,908
240276,9,1410
240277,5,14222
240278,4,8649
240279,5,14794
240280,9,2802
240281,7,7701
240282,6,18817
240283,9,12494
240284,4,12360
240285,9,16435
240286,9,8452
240287,6,19000
240288,4,4990
240289,2,18090
240290,3,3883
240291,7,14831
240292,8,2465
240293,1,13856
240294,5,4687
240295,8,9422
240296,5,14263
240297,6,10234
240298,9,5250
240299,5,19463
240300,8,14574
240301,3,2911
240302,10,281
240303,3,940
240304,1,928
240305,10,15981
240306,1,12511
240307,8,3876
240308,9,134
240309,3,8969
240310,2,6632
240311,3,7733
240312,3,14546
240313,4,16966
240314,2,6769
240315,1,5665
240316,5,1844
240317,3,11387
240318,3,18406
240319,4,8231
240320,5,5713
240321,8,13982
240322,6,13581
240323,7,7579
240324,3,19566
240325,10,6341
240326,7,295
240327,5,9811
240328,8,14303
240329,9,14952
240330,6,12991
240331,8,1190
240332,10,16667
240333,8,7738
240334,9,18182
240335,2,5589
240336,2,7023
240337,6,3785
240338,4,8074
240339,10,17546
240340,8,3554
240341,9,6263
240342,3,14620
240343,3,5000
240344,8,18177
240345,4,4380
240346,3,15188
240347,4,18291
240348,7,7124
240349,8,19835
240350,8,8525
240351,10,1462
240352,7,10060
240353,3,14541
240354,3,4409
240355,8,11587
240356,3,2139
240357,5,3478
240358,2,17413
240359,10,13912
240360,4,17008
240361,6,10780
240362,3,4936
240363,5,19874
240364,9,1821
240365,4,13927
240366,3,16763
240367,1,7942
240368,1,7896
240369,2,16174
240370,4,7416
240371,5,786
240372,9,7504
240373,7,9036
240374,8,10680
240375,6,7832
240376,6,5819
240377,9,14970
240378,9,7220
240379,9,8365
240380,9,835
240381,1,17045
240382,7,15078
240383,9,14741
240384,2,9158
240385,4,9948
240386,4,11517
240387,2,3033
240388,3,14067
240389,6,1558
240390,9,15109
240391,5,1636
240392,1,17176
240393,4,19424
240394,3,13450
240395,1,19948
240396,9,13692
240397,7,7596
240398,10,8710
240399,10,8123
240400,7,16567
240401,8,14652
240402,4,14458
240403,7,15168
240404,3,19773
240405,8,17933
240406,10,901
240407,9,19091
240408,4,10810
240409,10,3198
240410,2,4982
240411,10,12523
240412,4,9536
240413,7,16300
240414,7,3525
240415,4,1240
240416,6,14653
240417,4,18596
240418,8,17590
240419,1,5549
240420,10,5620
240421,5,4149
240422,2,1636
240423,8,9775
240424,4,12434
240425,2,11007
240426,8,4336
240427,4,1282
240428,1,3347
240429,8,813
240430,9,15196
240431,6,1274
240432,7,14498
240433,4,5795
240434,1,12704
240435,2,6631
240436,10,9166
240437,2,10477
240438,6,16925
240439,9,7265
240440,4,16088
240441,9,2554
240442,1,3318
240443,5,1106
240444,8,7750
240445,3,6850
240446,10,15896
240447,3,16347
240448,10,3852
240449,9,18126
240450,4,11473
240451,7,3606
240452,1,18841
240453,10,2043
240454,7,8039
240455,10,5977
240456,4,9239
240457,10,9618
240458,3,3708
240459,2,6341
240460,5,2114
240461,4,5030
240462,5,10714
240463,10,4366
240464,4,4466
240465,7,9280
240466,6,8080
240467,1,10500
240468,3,17018
240469,8,11256
240470,9,1998
240471,2,8888
240472,5,2918
240473,9,15393
240474,6,8063
240475,9,17893
240476,7,3738
240477,3,7764
240478,5,2435
240479,5,6205
240480,4,7784
240481,9,398
240482,3,15802
240483,2,15702
240484,9,19248
240485,10,6279
240486,4,4368
240487,9,5362
240488,1,752
240489,7,13668
240490,3,5217
240491,7,2835
240492,6,8221
240493,9,19721
240494,8,3423
240495,8,10458
240496,10,6433
240497,10,16005
240498,9,12778
240499,10,4505
240500,1,14893
240501,2,3190
240502,5,12607
240503,8,16562
240504,6,7256
240505,2,16804
240506,4,8946
240507,6,10706
240508,6,2635
240509,6,7157
240510,1,13400
240511,3,10714
240512,3,9380
240513,3,13903
240514,2,3991
240515,2,1852
240516,3,7326
240517,2,15674
240518,1,12435
240519,10,5312
240520,6,8858
240521,3,4373
240522,1,8145
240523,4,4750
240524,4,4380
240525,4,12885
240526,4,4602
240527,6,8809
240528,1,18897
240529,1,2533
240530,1,1710
240531,4,3243
240532,1,11352
240533,10,4433
240534,2,1851
240535,9,8649
240536,1,15335
240537,5,5771
240538,8,6511
240539,8,11278
240540,5,12296
240541,5,15466
240542,3,16034
240543,3,16649
240544,8,13293
240545,7,20
240546,7,870
240547,6,18312
240548,6,16853
240549,6,13155
240550,1,9583
240551,5,13216
240552,2,7580
240553,9,19010
240554,5,8599
240555,3,19079
240556,8,9260
240557,6,9249
240558,4,14820
240559,10,9008
240560,1,9905
240561,10,13010
240562,4,16774
240563,3,19543
240564,1,388
240565,3,2106
240566,9,8984
240567,2,14676
240568,2,17123
240569,7,18356
240570,7,2190
240571,9,8032
240572,7,14159
240573,4,11907
240574,6,7995
240575,9,5211
240576,1,11578
240577,5,17669
240578,5,6116
240579,8,1166
240580,8,7169
240581,5,6586
240582,6,509
240583,3,19475
240584,4,3916
240585,5,1620
240586,10,13771
240587,9,17947
240588,7,3990
240589,9,10384
240590,9,10818
240591,10,11124
240592,6,11247
240593,10,2293
240594,7,6413
240595,4,7061
240596,1,12889
240597,9,6410
240598,8,5867
240599,9,4910
240600,4,13365
240601,4,1177
240602,6,5417
240603,1,8073
240604,5,10011
240605,1,14457
240606,7,6109
240607,7,14851
240608,5,8604
240609,4,10362
240610,7,4717
240611,1,14304
240612,3,11002
240613,7,17832
240614,8,19648
240615,10,10096
240616,8,12558
240617,7,12337
240618,3,3240
240619,2,18989
240620,3,9381
240621,2,3466
240622,1,97
240623,2,7641
240624,2,12405
240625,2,13466
240626,10,11479
240627,8,12875
240628,3,8243
240629,6,3525
240630,7,14760
240631,3,1687
240632,7,1068
240633,8,3155
240634,9,17572
240635,10,9003
240636,8,19171
240637,7,9759
240638,6,18477
240639,9,16190
240640,10,15917
240641,1,470
240642,5,6420
240643,3,2162
240644,10,9578
240645,5,10089
240646,4,248
240647,5,3433
240648,5,9935
240649,1,3928
240650,8,3529
240651,4,19493
240652,10,14473
240653,5,15943
240654,1,16398
240655,1,391
240656,4,6058
240657,8,15109
240658,10,13677
240659,3,8361
240660,10,17187
240661,1,19292
240662,9,2668
240663,2,2654
240664,6,2403
240665,9,7455
240666,9,17981
240667,2,13832
240668,4,9184
240669,2,528
240670,7,10183
240671,2,10036
240672,5,17741
240673,8,6138
240674,5,16480
240675,3,12572
240676,2,5684
240677,6,594
240678,9,18450
240679,8,5869
240680,4,19727
240681,2,2448
240682,7,8550
240683,6,5426
240684,3,12575
240685,3,92
240686,8,4298
240687,2,11556
240688,2,6219
240689,6,3351
240690,5,14849
240691,2,15684
240692,1,128
240693,3,7137
240694,3,8280
240695,1,17792
240696,6,12590
240697,4,10987
240698,9,4077
240699,9,16284
240700,2,9517
240701,8,4940
240702,5,13968
240703,1,6194
240704,2,11450
240705,7,19604
240706,8,6912
240707,6,16874
240708,3,11009
240709,3,11425
240710,5,3793
240711,9,4822
240712,8,17499
240713,10,14473
240714,3,8204
240715,2,1344
240716,6,9894
240717,10,12348
240718,3,17024
240719,8,16159
240720,3,10387
240721,8,19939
240722,3,16691
240723,2,14854
240724,4,8229
240725,5,14837
240726,8,13732
240727,8,8575
240728,3,16559
240729,4,16150
240730,8,19644
240731,9,17832
240732,6,19735
240733,7,19676
240734,9,8424
240735,9,18154
240736,8,9829
240737,2,9929
240738,3,9549
240739,9,3674
240740,6,16838
240741,10,4209
240742,1,6581
240743,2,18551
240744,6,15763
240745,9,16019
240746,7,15161
240747,10,14920
240748,4,9059
240749,2,12450
240750,6,9684
240751,3,9992
240752,6,14162
240753,2,5634
240754,1,12942
240755,6,5738
240756,1,13524
240757,10,8131
240758,2,12167
240759,7,6080
240760,4,3032
240761,8,15760
240762,5,18910
240763,3,12390
240764,1,4206
240765,10,1502
240766,3,18786
240767,10,9878
240768,2,19304
240769,7,15792
240770,4,7078
240771,5,6656
240772,4,3375
240773,6,6624
240774,1,9595
240775,6,6084
240776,8,12649
240777,2,16399
240778,2,13588
240779,6,6318
240780,2,10964
240781,7,19553
240782,7,18500
240783,1,5804
240784,7,11892
240785,10,19104
240786,2,2301
240787,10,10283
240788,1,1775
240789,4,11002
240790,5,12675
240791,3,13855
240792,1,18384
240793,5,16583
240794,10,11667
240795,6,1047
240796,10,2210
240797,10,5537
240798,5,10699
240799,4,17993
240800,1,5803
240801,10,6884
240802,10,6871
240803,3,4567
240804,8,14549
240805,10,13111
240806,2,14149
240807,4,18310
240808,10,10524
240809,5,16358
240810,7,375
240811,2,19768
240812,5,7287
240813,4,18565
240814,9,15680
240815,1,437
240816,2,18891
240817,9,241
240818,4,15603
240819,10,6977
240820,4,3010
240821,9,9022
240822,6,10501
240823,6,19689
240824,9,9467
240825,4,10637
240826,2,1100
240827,3,15524
240828,6,11629
240829,3,18541
240830,2,7448
240831,5,7986
240832,5,15109
240833,7,606
240834,5,1642
240835,2,17368
240836,10,10063
240837,1,16080
240838,5,18775
240839,1,2736
240840,2,5994
240841,10,5984
240842,3,18913
240843,8,1027
240844,3,628
240845,5,5539
240846,6,8321
240847,1,18487
240848,4,2865
240849,1,8064
240850,3,14082
240851,4,10986
240852,8,13497
240853,3,18860
240854,9,16603
240855,4,17979
240856,5,12030
240857,9,6644
240858,6,1086
240859,1,19803
240860,4,19274
240861,8,8275
240862,2,9148
240863,7,5162
240864,2,19694
240865,4,11925
240866,6,3329
240867,7,11167
240868,4,7066
240869,1,3857
240870,10,7600
240871,5,2320
240872,5,18999
240873,10,13235
240874,8,8048
240875,7,10069
240876,10,14155
240877,5,689
240878,5,4877
240879,10,8765
240880,9,18953
240881,9,14154
240882,6,18813
240883,4,1970
240884,4,13004
240885,5,5381
240886,2,8137
240887,7,8026
240888,3,8146
240889,2,9661
240890,5,6731
240891,10,3339
240892,10,4737
240893,3,9711
240894,3,13143
240895,7,10508
240896,5,12405
240897,7,10112
240898,1,7972
240899,7,18174
240900,3,641
240901,1,12075
240902,8,1356
240903,6,8117
240904,2,17143
240905,5,7052
240906,4,11325
240907,1,329
240908,1,553
240909,3,10126
240910,3,62
240911,2,13120
240912,4,15253
240913,3,6821
240914,10,13431
240915,7,1660
240916,5,19444
240917,5,7334
240918,4,14661
240919,4,10310
240920,3,6862
240921,10,17622
240922,7,14816
240923,3,8757
240924,4,3326
240925,8,8058
240926,8,19342
240927,5,2457
240928,10,15082
240929,8,13439
240930,5,2295
240931,8,12877
240932,4,14504
240933,7,15699
240934,2,15393
240935,8,14564
240936,9,6335
240937,10,11975
240938,10,7398
240939,10,1132
240940,10,841
240941,10,17559
240942,3,16419
240943,3,5856
240944,5,1920
240945,1,14998
240946,10,18913
240947,6,16465
240948,8,6029
240949,10,2311
240950,2,1188
240951,2,15769
240952,5,777
240953,9,10366
240954,9,13189
240955,3,13826
240956,10,11189
240957,8,5818
240958,3,15756
240959,6,12385
240960,3,3289
240961,9,19385
240962,8,11790
240963,3,17062
240964,9,19542
240965,9,15524
240966,3,7443
240967,10,8451
240968,5,18484
240969,5,17785
240970,4,7022
240971,1,18269
240972,1,14307
240973,5,13970
240974,8,15466
240975,10,16785
240976,4,14958
240977,5,15289
240978,3,12728
240979,3,12441
240980,10,8213
240981,3,4854
240982,1,12443
240983,3,12181
240984,2,4000
240985,1,19317
240986,4,18458
240987,7,16828
240988,1,14083
240989,8,15632
240990,2,2758
240991,9,16553
240992,6,11391
240993,6,11232
240994,1,11126
240995,10,7468
240996,10,135
240997,9,12939
240998,5,3684
240999,9,3235
241000,4,16824
241001,8,7274
241002,4,5140
241003,9,11660
241004,5,12664
241005,3,18705
241006,6,19789
241007,5,977
241008,8,14028
241009,4,14749
241010,9,17353
241011,10,8454
241012,2,8458
241013,3,1062
241014,2,508
241015,4,7192
241016,2,19941
241017,7,5889
241018,9,10542
241019,9,13260
241020,3,16299
241021,6,8604
241022,9,418
241023,8,19844
241024,1,10587
241025,8,16937
241026,5,10781
241027,1,11292
241028,4,14249
241029,3,14776
241030,3,19605
241031,2,17212
241032,3,1812
241033,2,3676
241034,7,11655
241035,9,9023
241036,6,10890
241037,9,8598
241038,1,16171
241039,5,6345
241040,8,56
241041,9,13001
241042,2,7437
241043,2,12649
241044,8,3956
241045,8,12422
241046,8,5281
241047,9,15309
241048,8,3448
241049,1,9960
241050,6,14073
241051,3,10119
241052,9,13032
241053,3,7423
241054,9,11730
241055,4,10065
241056,5,10096
241057,9,8929
241058,5,12645
241059,3,11154
241060,5,14246
241061,2,13477
241062,6,14016
241063,6,11546
241064,9,1699
241065,6,45
241066,7,17546
241067,6,2837
241068,4,3129
241069,1,16155
241070,5,4067
241071,6,10242
241072,8,16352
241073,9,10476
241074,5,11241
241075,7,5150
241076,10,17195
241077,2,3777
241078,3,12527
241079,7,3214
241080,10,11857
241081,1,2368
241082,3,4526
241083,7,5957
241084,8,16447
241085,10,5376
241086,4,13306
241087,2,9797
241088,7,19833
241089,9,14121
241090,10,17260
241091,2,83
241092,8,8389
241093,10,5455
241094,8,8372
241095,4,16099
241096,6,9476
241097,6,4952
241098,2,15558
241099,5,5348
241100,1,10402
241101,6,17356
241102,3,12205
241103,1,6121
241104,10,18996
241105,3,19396
241106,7,14739
241107,6,8134
